Keyword;Position;Previous Position;Search Volume;Keyword Difficulty Index;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends;Timestamp
"living area interior design ideas";"75";"48";"70";"75.29";"1.16";"https://www.trendir.com/interior-design-inspiration-from-linea-italia-infinite-living-room-design-ideas-with-kube/";"0.00";"0.00";"0.93";"13700000";"0.43,0.14,0.57,0.14,0.57,0.14,1.00,1.00,0.29,0.14,0.14,0.57";"1510286623"
"bathroom interior decorating ideas";"32";"0";"20";"83.53";"1.50";"https://www.trendir.com/interiors/bathroom-interiors/";"0.00";"0.00";"0.90";"11100000";"0.67,0.33,0.67,0.33,0.67,0.67,0.67,0.67,1.00,0.67,0.67,0.67";"1509116538"
"green interior";"12";"0";"50";"62.90";"2.31";"https://www.trendir.com/green-color-interior-design/";"0.00";"0.00";"0.19";"580000000";"0.71,0.71,0.57,0.71,0.43,0.57,0.71,0.71,0.43,0.57,1.00,1.00";"1508535297"
"closet interior design";"21";"0";"30";"65.89";"6.25";"https://www.trendir.com/closet-interior-design-dont-overlook-it/";"0.00";"0.00";"0.91";"67700000";"0.40,0.60,0.40,0.80,0.40,0.60,0.20,0.60,0.40,0.40,0.80,1.00";"1509426084"
"sailing yacht interiors";"78";"0";"20";"60.99";"2.28";"https://www.trendir.com/yacht-interior-designs/";"0.00";"0.00";"0.23";"1880000";"0.67,0.33,0.33,0.67,1.00,1.00,0.33,0.33,0.33,0.33,0.33,0.33";"1509509956"
"church interior design ideas";"42";"37";"140";"61.14";"2.84";"https://www.trendir.com/unusual-interior-design-converting-a-church/";"0.00";"0.00";"0.57";"139000000";"1.00,0.52,0.43,0.43,0.52,0.81,0.81,0.52,0.43,0.52,1.00,0.81";"1510795249"
"futuristic interiors";"28";"0";"20";"71.35";"1.10";"https://www.trendir.com/slope-roof-house-with-futuristic-interiors/";"0.00";"0.00";"0.02";"12200000";"1.00,0.67,1.00,0.67,0.33,0.67,0.67,0.67,1.00,1.00,0.67,0.67";"1509401855"
"contemporary interior decorating ideas";"41";"0";"70";"80.76";"1.19";"https://www.trendir.com/";"0.00";"0.00";"0.94";"4210000";"0.56,0.78,0.78,0.22,0.78,1.00,0.11,1.00,0.44,0.78,0.78,0.33";"1510285422"
"how to design interior of house";"96";"0";"10";"84.69";"4.54";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.41";"494000000";"0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50";"1509366876"
"architectural interior design";"49";"53";"110";"79.59";"4.07";"https://www.trendir.com/natural-home-architectural-interior-design/";"0.00";"0.00";"0.39";"50100000";"0.64,0.64,0.64,0.64,0.50,1.00,1.00,0.79,0.79,0.64,0.79,0.79";"1510842465"
"unique interior designs";"23";"0";"20";"62.99";"5.56";"https://www.trendir.com/unique-loft-interior-design-in-new-york/";"0.00";"0.00";"0.35";"5600000";"0.67,0.67,0.67,1.00,0.67,0.67,1.00,0.67,0.67,0.67,1.00,1.00";"1509455345"
"unique interior designs";"24";"0";"20";"62.99";"5.56";"https://www.trendir.com/unique-interior-design-by-gad-architecture/";"0.00";"0.00";"0.35";"5600000";"0.67,0.67,0.67,1.00,0.67,0.67,1.00,0.67,0.67,0.67,1.00,1.00";"1509455345"
"interior exterior doors";"96";"0";"30";"60.72";"1.46";"https://www.trendir.com/modern-interior-exterior-doors/";"0.00";"0.00";"1.00";"5830000";"0.60,0.40,0.60,0.60,0.40,0.40,0.80,1.00,0.40,1.00,0.60,0.60";"1508962875"
"interior inspirations";"56";"0";"70";"71.05";"2.40";"https://www.trendir.com/modern-interior-inspirations-from-kartell/";"0.00";"0.00";"0.05";"17100000";"0.06,0.24,0.10,1.00,0.10,0.10,0.36,0.06,0.67,1.00,0.05,0.05";"1509936133"
"small house interior designs";"54";"0";"90";"72.80";"4.73";"https://www.trendir.com/small-home-design-ideas-metal-clad-house-with-wood-interior/";"0.00";"0.00";"0.19";"200000000";"0.36,0.36,0.64,0.64,1.00,0.64,0.79,0.50,0.50,0.50,0.79,0.79";"1508347757"
"interior door shutters";"12";"0";"40";"64.19";"2.80";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"35600000";"0.80,0.60,0.60,0.60,0.80,1.00,0.80,0.60,0.40,0.40,0.80,0.80";"1508672990"
"interior bathroom";"16";"0";"30";"79.14";"3.85";"https://www.trendir.com/interiors/bathroom-interiors/";"0.00";"0.00";"0.21";"304000000";"0.50,0.50,0.50,0.75,0.75,0.50,0.50,0.75,0.75,1.00,0.75,0.75";"1509364898"
"modern luxury homes interior design";"12";"20";"10";"74.62";"4.99";"https://www.trendir.com/house-design/luxury-homes/";"0.00";"0.00";"0.23";"5050000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1510622059"
"color for interior design";"16";"0";"20";"76.39";"7.19";"https://www.trendir.com/green-color-interior-design/";"0.00";"0.00";"0.28";"90600000";"0.33,0.33,0.33,0.67,0.33,0.67,0.67,0.67,0.67,1.00,0.67,0.33";"1509406962"
"interior pivot door";"23";"0";"70";"65.83";"1.60";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"14600000";"0.45,0.64,0.36,0.36,0.45,0.82,0.36,0.64,0.64,0.82,1.00,1.00";"1508525939"
"home interior ideas";"58";"0";"210";"80.17";"1.47";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.76";"146000000";"0.66,0.53,0.66,0.66,0.66,0.81,0.53,0.53,0.66,0.53,1.00,0.81";"1508350145"
"interior window shutters wood";"80";"0";"10";"76.24";"9.36";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"19300000";"0.60,1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20";"1509294304"
"amazing interior design";"62";"70";"170";"75.46";"12.26";"https://www.trendir.com/aquariums-interior-design/";"0.00";"0.00";"0.26";"79800000";"1.00,0.81,0.65,0.65,0.65,0.65,0.54,0.65,0.42,0.54,0.65,0.65";"1510757122"
"interior design for apartments";"28";"0";"90";"87.11";"6.75";"https://www.trendir.com/interiors/apartment-interiors/";"0.00";"0.00";"0.30";"110000000";"0.29,0.36,0.50,0.79,0.79,1.00,0.79,0.50,0.50,0.50,1.00,1.00";"1508346358"
"classic interior design";"59";"71";"210";"59.58";"11.58";"https://www.trendir.com/classic-and-contemporary-interior-design/";"0.00";"0.00";"0.19";"78200000";"0.65,0.65,0.65,0.65,0.81,0.65,0.65,0.65,0.81,0.65,1.00,0.81";"1510843705"
"whimsical interior design";"92";"0";"40";"77.73";"2.50";"https://www.trendir.com/20-delicious-whimsical-dining-room-designs/";"0.00";"0.00";"0.31";"21100000";"0.80,0.60,0.60,0.80,0.60,0.80,0.80,0.80,0.80,0.60,1.00,1.00";"1508673749"
"barn home interiors";"38";"43";"90";"72.42";"1.14";"http://www.trendir.com/barn-home-ideas/";"0.00";"0.00";"0.25";"2350000";"0.41,0.41,0.29,0.41,0.41,0.53,0.29,0.65,0.82,0.82,1.00,0.65";"1505414794"
"wooden window shutters interior";"53";"0";"40";"74.48";"3.18";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"1330000";"1.00,0.60,0.60,0.60,1.00,0.80,0.80,0.80,0.40,0.20,1.00,1.00";"1508678997"
"barn doors for interiors";"42";"0";"30";"76.89";"2.28";"https://www.trendir.com/barn-doors/";"0.00";"0.00";"1.00";"2690000";"1.00,0.19,0.05,0.10,0.05,0.14,0.10,0.10,0.05,0.05,0.10,0.05";"1509402091"
"windows shutters interior";"81";"0";"40";"80.25";"3.09";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"25100000";"0.29,0.14,0.29,0.29,0.43,0.71,0.71,1.00,0.71,0.71,1.00,0.29";"1508646579"
"living room modern interior design";"34";"31";"10";"80.25";"7.44";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.64";"74000000";"0.50,0.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50";"1510521449"
"concrete interior floors";"45";"0";"50";"73.22";"6.47";"https://www.trendir.com/stylish-concrete-interiors/";"0.00";"0.00";"0.52";"72700000";"1.00,1.00,1.00,0.57,0.43,1.00,0.57,0.71,0.43,0.71,0.43,0.57";"1508529615"
"coastal interiors";"98";"57";"320";"66.28";"1.16";"https://www.trendir.com/sophisticated-coastal-home-design-filled-with-luxury-interiors/";"0.00";"0.00";"0.29";"33400000";"0.82,0.67,0.67,0.82,0.82,0.82,0.82,0.82,0.82,0.67,1.00,1.00";"1510679230"
"sliding interior shutters";"31";"0";"30";"76.07";"4.07";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"4980000";"0.50,0.50,0.75,1.00,1.00,0.75,0.50,0.75,0.50,0.50,0.75,1.00";"1509401816"
"house interior ideas";"52";"0";"70";"81.39";"2.01";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.19";"106000000";"0.56,0.56,0.56,0.44,0.78,0.78,0.78,0.78,0.56,0.78,1.00,0.78";"1508514468"
"corrugated metal walls interior";"68";"0";"40";"66.20";"1.23";"https://www.trendir.com/corru/";"0.00";"0.00";"0.90";"11500000";"0.29,0.43,0.29,0.43,0.71,1.00,0.71,0.71,0.43,0.57,0.71,1.00";"1508699162"
"new house interior ideas";"70";"0";"10";"81.60";"4.17";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.64";"105000000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00";"1509247514"
"interior shutters for large windows";"79";"0";"20";"76.66";"1.15";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"9730000";"0.80,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.60,1.00,1.00,0.60";"1509151351"
"interior polished concrete floors";"83";"63";"50";"77.01";"2.03";"https://www.trendir.com/stylish-concrete-interiors/";"0.00";"0.00";"0.88";"3300000";"0.44,0.11,0.56,0.22,0.56,0.22,1.00,1.00,0.33,0.56,0.56,0.56";"1510328398"
"contemporary office interior design ideas";"42";"0";"10";"77.04";"2.63";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.35";"49900000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00";"1509312840"
"small cabin interior design ideas";"31";"0";"70";"81.02";"1.32";"https://www.trendir.com/small-wooden-homes-and-cottages/";"0.00";"0.00";"0.33";"17300000";"0.78,0.78,0.44,0.33,0.56,1.00,0.78,0.78,0.78,0.78,1.00,1.00";"1508419111"
"interior water falls";"35";"0";"10";"67.47";"2.41";"https://www.trendir.com/indoor-waterfall-from-harmonic-1/";"0.00";"0.00";"1.00";"24600000";"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50";"1509298333"
"living room shutters interior";"30";"34";"70";"81.45";"2.46";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"0.98";"20400000";"0.43,0.29,1.00,0.43,1.00,0.14,0.57,0.14,0.57,0.29,0.29,0.29";"1510282737"
"interior barn doors with glass";"53";"0";"170";"77.33";"1.32";"https://www.trendir.com/sliding-barn-doors-for-the-home/";"0.00";"0.00";"1.00";"73000000";"0.08,0.36,0.06,1.00,0.24,0.12,0.16,0.03,0.10,0.06,0.44,0.82";"1509692933"
"small apartment interior design";"54";"0";"170";"81.87";"4.15";"https://www.trendir.com/interiors/apartment-interiors/";"0.00";"0.00";"0.22";"52700000";"0.81,0.67,0.81,0.81,0.81,1.00,0.81,0.81,0.67,0.81,1.00,1.00";"1510861693"
"interior design for studio apartment";"76";"80";"10";"81.81";"5.16";"https://www.trendir.com/small-studio-apartment-design-with-lots-of-cool-ideas/";"0.00";"0.00";"0.21";"60800000";"1.00,0.50,0.50,0.50,0.50,1.00,0.50,1.00,0.50,0.50,0.50,0.50";"1510724041"
"rug interior";"64";"35";"40";"76.29";"1.65";"https://www.trendir.com/interior-decorating-with-rugs-by-novogratz-the-family-rug/";"0.00";"0.00";"0.19";"64500000";"0.56,0.78,0.11,1.00,0.44,0.22,0.78,0.56,0.22,0.44,0.44,0.33";"1510401980"
"sliding barn doors interior";"95";"99";"260";"86.36";"1.66";"https://www.trendir.com/sliding-barn-doors-for-the-home/";"0.00";"0.00";"1.00";"10700000";"0.19,0.12,0.29,0.54,0.66,0.24,0.19,1.00,0.66,0.29,0.54,0.29";"1510679561"
"bedroom interior designs";"93";"0";"40";"78.62";"3.86";"https://www.trendir.com/modern-bedroom-design-ideas/";"0.00";"0.00";"0.21";"5600000";"0.40,0.40,0.40,0.60,0.60,1.00,0.60,0.80,0.80,1.00,1.00,1.00";"1508716214"
"beautiful small homes interiors";"22";"0";"20";"81.40";"1.96";"https://www.trendir.com/small-wooden-homes-and-cottages/";"0.00";"0.00";"0.18";"24800000";"0.33,0.33,0.33,0.33,0.67,0.67,0.67,1.00,0.67,0.67,0.67,0.67";"1508998706"
"scandinavian interiors";"52";"36";"210";"77.97";"1.42";"https://www.trendir.com/scandinavian-interior-designs/";"0.00";"0.00";"0.21";"64900000";"0.66,0.53,0.81,0.66,0.53,0.81,0.66,0.53,0.66,1.00,1.00,1.00";"1510752083"
"modern luxury interior design";"65";"0";"10";"69.12";"5.79";"https://www.trendir.com/modern-luxury-penthouses/";"0.00";"0.00";"0.27";"9710000";"0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,1.00,0.50,0.50,1.00";"1509133744"
"bedroom designs modern interior design ideas & photos";"20";"0";"10";"74.64";"2.35";"https://www.trendir.com/modern-bedroom-design-ideas/";"0.00";"0.00";"0.75";"59600000";"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00";"1510520494"
"interior design small bathroom";"42";"26";"20";"73.62";"5.42";"http://www.trendir.com/interiors/bathroom-interiors/";"0.00";"0.00";"0.30";"97500000";"0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.67,1.00,0.67";"1506350394"
"barn type doors interior";"60";"53";"70";"81.63";"1.54";"https://www.trendir.com/barn-doors/";"0.00";"0.00";"1.00";"20100000";"0.33,0.11,0.78,0.22,0.78,1.00,0.44,1.00,0.44,0.22,0.22,0.11";"1510349552"
"black interior shutters";"14";"0";"30";"76.99";"1.10";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"13500000";"0.75,0.50,1.00,0.75,0.75,0.25,0.75,0.75,0.75,0.50,0.75,1.00";"1508720239"
"interior wall ideas wood";"73";"0";"20";"75.12";"1.02";"https://www.trendir.com/modern-wooden-bedroom-designs/";"0.00";"0.00";"0.96";"53400000";"0.50,0.25,0.50,0.25,0.25,0.25,0.50,0.50,0.50,1.00,0.75,0.50";"1509503812"
"inspirational rooms interior design";"31";"0";"10";"78.38";"1.27";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.31";"59300000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509151534"
"best home interior design websites";"97";"63";"10";"77.87";"6.03";"https://www.trendir.com/";"0.00";"0.00";"0.55";"13200000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1510595028"
"office interior design photo gallery";"72";"0";"90";"86.57";"2.56";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.37";"97200000";"0.22,0.11,0.11,0.56,0.11,1.00,0.78,1.00,0.33,0.11,0.11,0.44";"1509675356"
"white interior shutters";"43";"0";"70";"81.14";"1.26";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"5580000";"1.00,0.56,0.78,0.56,0.78,0.78,0.56,0.78,0.78,0.56,0.44,0.56";"1508474072"
"modern church interior design ideas";"34";"0";"50";"66.14";"3.50";"https://www.trendir.com/unusual-interior-design-converting-a-church/";"0.00";"0.00";"0.41";"27100000";"0.44,0.44,0.44,0.33,0.56,0.44,0.56,0.56,0.44,0.44,1.00,0.78";"1508550178"
"kitchen modern interior design";"69";"62";"70";"84.96";"3.59";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.64";"74700000";"0.14,0.14,1.00,0.29,1.00,0.14,0.57,0.57,0.14,0.14,0.14,1.00";"1510286444"
"glass dividers interior design";"64";"0";"20";"66.07";"1.27";"https://www.trendir.com/glass-dividers-in-bathroom-interesting-interior-idea/";"0.00";"0.00";"0.99";"10800000";"0.25,0.25,0.25,0.50,0.25,0.25,0.25,0.75,1.00,0.50,0.75,1.00";"1508906248"
"interior wood wall panels";"85";"0";"140";"69.76";"1.64";"https://www.trendir.com/decorative-panels-by-totalston/";"0.00";"0.00";"1.00";"3180000";"1.00,0.82,0.82,0.65,0.53,1.00,1.00,1.00,0.82,0.65,0.82,0.65";"1510864076"
"contemporary interior glass doors";"33";"30";"10";"63.84";"2.02";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"28900000";"0.50,0.50,0.50,0.50,0.50,1.00,0.50,1.00,0.50,0.50,0.50,0.50";"1510543060"
"interior design ideas living room pictures";"57";"56";"10";"76.14";"1.43";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.85";"4790000";"1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1510722688"
"interior designs bathrooms";"22";"22";"10";"78.60";"1.33";"https://www.trendir.com/interiors/bathroom-interiors/";"0.00";"0.00";"0.60";"4310000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1510586405"
"wooden interior shutters";"58";"50";"140";"72.81";"2.11";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"6320000";"0.82,0.82,0.65,0.65,0.53,0.82,0.82,0.82,0.65,0.65,0.65,1.00";"1510755995"
"modern interior glass doors";"29";"0";"30";"68.44";"1.53";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"38300000";"0.75,0.75,0.75,1.00,0.75,0.75,0.75,0.75,0.25,0.75,0.50,0.75";"1509384056"
"interior columns design ideas";"21";"17";"70";"62.92";"1.41";"https://www.trendir.com/columns-in-interior-design-decorating-ideas-by-sheldon-mindel-associates/";"0.00";"0.00";"0.99";"0";"0.07,0.12,0.10,0.44,0.19,0.36,0.01,0.01,0.67,1.00,1.00,0.54";"1510280275"
"interior decoration for small living room";"91";"0";"10";"75.61";"5.64";"https://www.trendir.com/beautiful-tile-flooring-ideas-for-living-room-kitchen-bathroom-designs/";"0.00";"0.00";"0.31";"14800000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00";"1510706724"
"best interior home designs";"53";"48";"10";"84.61";"3.67";"http://www.trendir.com/interiors/";"0.00";"0.00";"0.31";"15900000";"0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,1.00,0.50";"1506798290"
"homes interior decoration ideas";"54";"49";"10";"82.08";"1.27";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.40";"4070000";"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00";"1510491935"
"window shutter interior";"84";"0";"30";"78.32";"2.71";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"20100000";"0.60,0.20,0.20,0.20,0.80,0.40,0.20,0.40,1.00,0.80,0.60,0.20";"1509401908"
"swedish interior design";"43";"0";"260";"64.61";"2.19";"https://www.trendir.com/swedish-style-interior-design-by-svenskt-tenn-eclectic/";"0.00";"0.00";"0.10";"30100000";"0.81,0.66,0.66,0.81,0.66,1.00,0.66,0.66,0.66,0.81,0.81,0.81";"1510705514"
"color in interior design";"23";"0";"50";"74.00";"15.37";"https://www.trendir.com/green-color-interior-design/";"0.00";"0.00";"0.20";"92000000";"1.00,0.56,0.56,0.33,0.33,0.56,1.00,0.78,0.56,0.44,0.56,0.78";"1508711706"
"small bathroom interior design pictures";"51";"0";"10";"74.75";"1.67";"https://www.trendir.com/interiors/bathroom-interiors/";"0.00";"0.00";"0.21";"8460000";"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50";"1509210399"
"interior house designing";"95";"0";"10";"87.23";"2.01";"https://www.trendir.com/";"0.00";"0.00";"0.84";"20800000";"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1510675398"
"contemporary doors interior";"36";"0";"40";"60.87";"1.90";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"43100000";"1.00,0.78,0.78,0.22,0.22,0.11,0.33,0.33,0.33,0.11,0.44,0.44";"1508639369"
"interior paneling";"90";"0";"390";"72.72";"1.26";"https://www.trendir.com/decorative-panels-by-totalston/";"0.00";"0.00";"1.00";"31300000";"0.81,0.66,0.66,0.54,0.66,0.66,0.66,0.66,0.81,0.66,0.81,1.00";"1509572866"
"led lights for home interior";"52";"0";"90";"79.46";"1.52";"https://www.trendir.com/unusual-led-lights-designs/";"0.00";"0.00";"1.00";"44000000";"0.53,0.41,0.41,0.29,0.41,0.65,0.41,0.65,1.00,0.82,0.82,0.53";"1508330316"
"home interior decoration ideas";"82";"0";"30";"85.42";"1.09";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.73";"18900000";"1.00,0.56,0.78,0.11,0.22,0.11,0.11,0.11,0.11,0.11,0.11,0.11";"1508716443"
"small apartment interior design ideas";"85";"58";"20";"87.34";"1.92";"http://www.trendir.com/interiors/apartment-interiors/";"0.00";"0.00";"0.14";"35500000";"0.67,0.67,0.67,0.33,0.67,1.00,0.33,0.67,0.33,1.00,1.00,0.67";"1506351400"
"church interior designs";"55";"0";"20";"73.17";"1.96";"https://www.trendir.com/unusual-interior-design-converting-a-church/";"0.00";"0.00";"0.63";"33500000";"1.00,1.00,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.33,1.00";"1508940202"
"sliding barn style doors for interior";"36";"0";"50";"84.78";"1.56";"https://www.trendir.com/sliding-barn-doors-for-the-home/";"0.00";"0.00";"1.00";"9760000";"1.00,0.78,0.33,0.78,0.56,0.44,0.33,0.44,0.44,0.44,0.56,0.44";"1508560117"
"house interior decorations";"90";"0";"30";"79.47";"1.85";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.98";"58900000";"0.75,0.50,0.75,0.25,1.00,1.00,0.75,0.75,0.25,0.50,0.75,0.75";"1509403993"
"interior fountains waterfalls";"80";"0";"20";"78.26";"1.23";"https://www.trendir.com/yosemite-falls/";"0.00";"0.00";"0.95";"911000";"0.50,0.25,0.50,0.50,0.50,0.25,1.00,0.50,0.25,0.25,0.25,0.50";"1509537597"
"foyer interior design";"99";"0";"20";"84.54";"12.72";"https://www.trendir.com/interiors/foyer-interiors/";"0.00";"0.00";"0.55";"50400000";"0.67,0.67,0.67,0.33,1.00,1.00,1.00,0.67,0.33,0.33,0.67,1.00";"1509135428"
"interior sliding glass barn doors";"43";"0";"50";"80.16";"2.04";"https://www.trendir.com/sliding-barn-doors-for-the-home/";"0.00";"0.00";"1.00";"8550000";"1.00,0.56,0.44,0.44,0.44,0.78,0.56,0.78,0.44,0.33,0.44,0.78";"1508585528"
"loft apartment interior design";"33";"0";"20";"65.02";"4.06";"https://www.trendir.com/interiors/apartment-interiors/";"0.00";"0.00";"0.10";"47700000";"0.67,0.67,0.67,0.67,0.67,0.67,1.00,0.67,0.67,0.33,1.00,0.67";"1509403392"
"a frame interior design ideas";"45";"0";"20";"71.49";"1.57";"https://www.trendir.com/modern-bedroom-design-ideas/";"0.00";"0.00";"0.16";"36100000";"0.25,0.25,0.50,0.25,0.25,0.75,0.50,0.25,0.25,0.25,1.00,1.00";"1509099665"
"small house interiors";"30";"0";"210";"76.85";"1.10";"https://www.trendir.com/interiors/whole-house-interiors/";"0.00";"0.00";"0.12";"21300000";"0.65,0.65,0.65,0.65,1.00,1.00,1.00,1.00,0.81,0.81,1.00,0.81";"1510751731"
"interior rolling barn doors";"91";"0";"30";"79.49";"1.02";"https://www.trendir.com/barn-doors/";"0.00";"0.00";"1.00";"4280000";"1.00,0.60,0.40,0.40,0.40,0.40,0.80,0.60,0.40,0.20,0.60,0.60";"1508774284"
"home interior pics";"31";"0";"20";"88.50";"1.20";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.35";"64400000";"0.33,0.67,0.67,0.33,0.33,0.33,0.67,0.33,0.67,0.33,0.67,1.00";"1509403923"
"interior designs images";"93";"0";"10";"82.11";"5.38";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.58";"3480000";"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509192687"
"home interior decorating magazines";"67";"0";"30";"69.44";"1.68";"https://www.trendir.com/";"0.00";"0.00";"0.97";"16300000";"0.75,0.50,0.50,1.00,0.75,0.75,0.75,0.50,0.50,0.50,1.00,1.00";"1509402087"
"light bulb interior design";"97";"0";"90";"71.03";"1.33";"https://www.trendir.com/edison-bulb-light-ideas-floor-pendant-table-lamps/";"0.00";"0.00";"0.43";"27800000";"0.44,0.44,0.78,0.33,0.11,1.00,0.11,0.56,0.11,0.11,0.33,0.44";"1509741278"
"colonial shutters interior";"63";"0";"30";"66.65";"2.15";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"10400000";"0.36,0.09,0.18,0.27,0.18,0.18,0.18,0.45,0.27,0.18,0.27,1.00";"1509313773"
"master bedroom interior design";"95";"0";"50";"79.40";"2.39";"https://www.trendir.com/hotel-bath-ideas/";"0.00";"0.00";"0.24";"65300000";"0.44,0.44,0.56,0.33,0.33,0.56,0.78,0.56,0.56,0.44,0.78,1.00";"1508736607"
"interior lighting design for living room";"41";"45";"70";"78.60";"3.09";"https://www.trendir.com/white-room-interiors-25-design-ideas-for-the-color-of-light/";"0.00";"0.00";"0.47";"13700000";"0.56,0.33,0.78,0.22,0.78,1.00,0.44,0.11,0.11,0.78,0.78,0.78";"1510312177"
"mountain modern interior design";"31";"20";"70";"63.80";"2.10";"https://www.trendir.com/house-design/mountain-homes/";"0.00";"0.00";"0.35";"27800000";"0.43,0.29,1.00,0.43,1.00,0.14,0.57,0.14,0.57,0.29,0.29,0.29";"1510151321"
"modern interior designers";"29";"0";"70";"72.08";"3.76";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.45";"7230000";"0.45,0.64,0.64,0.64,0.45,0.64,0.64,0.45,1.00,0.45,0.82,0.82";"1508532126"
"interior design plans for houses";"70";"0";"10";"77.78";"9.80";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.43";"137000000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509137048"
"interior design inspirations";"49";"0";"10";"76.83";"1.89";"https://www.trendir.com/classic-contemporary-interior-design-inspirations-by-pietro-carlo-pellegrini/";"0.00";"0.00";"0.37";"29400000";"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33";"1510487293"
"interesting interior doors";"54";"52";"70";"72.48";"1.12";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"5840000";"0.56,0.11,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.11";"1510311044"
"modern apartment interior design ideas";"16";"0";"10";"82.11";"1.04";"https://www.trendir.com/interiors/apartment-interiors/";"0.00";"0.00";"0.22";"27800000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509205032"
